codproc,nome,sexo,idade_min,idade_max,vlr_sp,qtde_maxima,ptos_ato,dias_permanencia,complexidade,co_financiamento
403010330,TRATAMENTO CIRURGICO DE PLATIBASIA E MALFORMACAO DE ARNOLD CHIARI,I,0,130,559,95,1,700,7,3,6
403040078,MICROCIRURGIA VASCULAR INTRACRANIANA (COM TÉCNICA COMPLEMENTAR) ,I,0,130,1865,92,1,1500,7,3,6
403050049,CORDOTOMIA / MIELOTOMIA POR RADIOFREQUENCIA,I,13,130,965,25,1,1400,7,3,6
403060095,TRANSECÇÕES SUB-PIAIS MULTIPLAS EM AREAS ELOQUENTES ,I,0,130,1118,52,1,1400,6,3,6
403080061,NUCLEOTRACTOMIA TRIGEMINAL E/OU ESPINAL,I,16,130,965,25,1,850,5,3,6
404010075,DRENAGEM DE FURUNCULO NO CONDUTO AUDITIVO EXTERNO ,I,0,130,0,9999,0,9999,2,6
404010326,SINUSOTOMIA BILATERAL,I,0,130,167,98,1,250,2,2,6
406020426,REVASCULARIZAÇÃO DO MEMBRO SUPERIOR,I,0,130,433,34,2,550,5,3,6
408040246,TRATAMENTO CIRÚRGICO DA AVULSÃO DE TUBEROSIDADES / ESPINHAS E CRISTA ILÍACA S/ LESÃO DO ANEL PÉLVICO ,I,5,130,79,2,1,100,3,2,6
305020056,TRATAMENTO DE INSUFICIENCIA RENAL CRONICA,I,0,130,68,72,1,80,4,2,6
306020092,TRANSFUSAO DE PLAQUETAS POR AFERESE,I,0,130,0,9999,0,9999,3,6
306020122,TRANSFUSAO DE SANGUE / COMPONENTES IRRADIADOS,I,0,130,0,9999,0,9999,2,6
309020026,HIPOSENSIBILIZACAO C/ PRODUTOS AUTOGENOS (POR TRATAMENTO COMPLETO) ,I,0,130,0,9999,0,9999,2,6
309030110,LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE - TRATATAMENTO SUBSEQUENTE EM 2 REGIOES RENAIS) ,I,0,130,0,8,0,9999,3,6
401010040,ELETROCOAGULACAO DE LESAO CUTANEA,I,0,130,0,9999,0,9999,2,6
401020096,EXERESE DE CISTO TIREOGLOSSO,I,0,130,226,86,1,200,2,2,6
403010047,CRANIOTOMIA PARA RETIRADA DE CISTO / ABSCESSO / GRANULOMA ENCEFALICO ,I,0,130,671,94,1,700,7,3,6
403010187,REVISAO DE DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE,I,0,130,572,1,700,3,2,6
403010292,TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL (COM TECNICA COMPLEMENTAR),I,0,130,682,08,1,950,7,3,6
403010306,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL AGUDO,I,0,130,682,08,1,552,14,2,6
403020042,MICROCIRURGIA DE PLEXO BRAQUIAL COM MICROENXERTIA ,I,0,130,441,84,1,700,5,3,6
403030080,MICROCIRURGIA DE TUMOR INTRADURAL E EXTRAMEDULAR,I,0,130,907,2,1,1000,4,3,6
403030161,RESSECÇÃO DE TUMOR RAQUIMEDULAR EXTRADURAL ,I,0,130,672,1,1000,4,3,6
403050030,BLOQUEIOS PROLONGADOS DE SISTEMA NERVOSO PERIFERICO / CENTRAL COM BOMBA DE INFUSAO,I,13,130,101,36,1,1400,3,3,6
403050073,MICROCIRURGIA COM RIZOTOMIA A CEU ABERTO ,I,13,130,858,1,1000,3,3,6
403050146,SIMPATECTOMIA TORACICA VIDEOCIRURGICA ,I,13,130,346,08,1,700,3,2,6
403060087,MICROCIRURGIA PARA RESSECCAO UNILOBAR EXTRATEMPORAL SEM MONITORAMENTO INTRA-OPERATORIO,I,0,130,1118,52,1,1400,6,3,6
404010245,MIRINGOTOMIA (TIMPANOPLASTIA) ,I,0,130,0,9999,0,9999,2,6
404010369,TIMPANOTOMIA P/ TUBO DE VENTILACAO ,I,0,130,0,9999,0,9999,2,6
702040509,PROTESE INTRALUMINAL ARTERIAL P/ TIPS ,I,9999,9999,0,1,0,9999,0,6
702040592,SISTEMA DE ELETRODOS P/ ESTIMULACAO MULTI-SITIO,I,9999,9999,0,1,0,9999,0,6
702050350,MICRO CATETER,I,9999,9999,0,1,0,9999,0,6
306010020,COLETA DE SANGUE P/ TRANSFUSAO (C/ PROCESSADORA AUTOMATICA),I,16,69,0,9999,0,9999,3,6
306020041,SANGRIA TERAPEUTICA ,I,0,130,0,4,0,9999,2,6
307030024,RASPAGEM ALISAMENTO SUBGENGIVAIS (POR SEXTANTE),I,0,130,0,9999,0,9999,1,1
308010027,TRATAMENTO DE EFEITOS DE ASFIXIA / OUTROS RISCOS A RESPIRACAO,I,0,130,26,55,1,80,4,2,6
309010080,NUTRICAO PARENTERAL EM NEONATOLOGIA,I,0,0,0,30,0,9999,3,6
309030102,LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE - TRATATAMENTO SUBSEQUENTE EM 1 REGIAO RENAL),I,0,130,0,4,0,9999,3,6
310010020,ATENDIMENTO AO RECEM-NASCIDO NO MOMENTO DO NASCIMENTO,I,0,0,55,2,1,0,9999,2,6
401020169,TRATAMENTO EM ESTAGIOS SUBSEQUENTES DE ENXERTIA,I,0,130,180,8,1,250,3,2,6
403040086,TRATAMENTO CIRURGICO DE FISTULA CAROTIDEO-CAVERNOSA ,I,0,130,882,1,1000,5,3,6
403060036,MICROCIRURGIA PARA LESIONECTOMIA COM MONITORAMENTO INTRAOPERATORIO ,I,0,130,1535,03,1,1400,6,3,6
403070015,ANGIOPLASTIA INTRACRANIANA EM VASO-ESPASMO ,I,0,130,391,98,1,550,4,3,6
403070023,EMBOLIZACAO DE ANEURISMA CEREBRAL DE 8 A 15 MM C/ COLO ESTREITO ,I,0,0,0,1,850,4,3,6
403070066,EMBOLIZACAO DE ANEURISMA CEREBRAL MENOR QUE 8 MM C/ COLO ESTREITO,I,0,0,0,1,550,4,3,6
403070120,EMBOLIZAÇÃO DE MALFORMAÇÃO ARTERIO-VENOSA INTRAPARENQUIMATOSA DO SISTEMA NERVOSO CENTRAL,I,0,130,716,8,1,1000,4,3,6
403080010,IMPLANTE DE ELETRODO PARA ESTIMULAÇÃO CEREBRAL ,I,13,130,965,25,1,1400,5,3,6
403080045,MIECTOMIA SUPERSELETIVA ,I,13,130,643,5,1,850,3,3,6
403080088,TRATAMENTO DE MOVIMENTO ANORMAL POR ESTEREOTAXIA,I,13,130,679,25,1,1000,3,3,6
404010164,LABIRINTECTOMIA MEMBRANOSA / OSSEA COM OU S/ AUDICAO,I,0,130,533,33,2,550,2,2,6
404010253,PARACENTESE DO TIMPANO,I,0,130,0,9999,0,9999,2,6
404010261,PUNCAO TRANSMEATICA DO SEIO MAXILAR (UNILATERAL),I,0,130,0,9999,0,9999,2,6
404010288,RESSECCAO DE GLOMO TIMPANICO,I,0,130,533,41,2,550,2,2,6
404010350,TIMPANOPLASTIA (UNI / BILATERAL) ,I,0,130,322,83,1,550,1,2,6
404010377,TRAQUEOSTOMIA,I,0,130,160,66,1,200,2,2,6
306020017,AFERESE TERAPEUTICA ,I,0,130,0,15,0,9999,3,6
306020114,TRANSFUSAO DE PLASMA ISENTO DE CRIOPRECIPITADO ,I,0,130,0,9999,0,9999,2,6
306020157,TRANSFUSAO FETAL INTRA-UTERINA,F,8,60,0,9999,0,9999,3,6
307040054,MANUTENCAO DE APARELHO ORTODONTICO EM PACIENTES C/ ANOMALIAS CRANIO-FACIAIS,I,0,0,0,9999,0,9999,3,6
307040089,REEMBASAMENTO E CONSERTO DE PROTESE DENTARIA,I,15,130,0,9999,0,9999,2,6
309010047,NUTRIÇÃO ENTERAL EM ADULTO,I,12,130,0,90,0,9999,3,6
309030072,HIDROTUBACAO (POR TRATAMENTO COMPLETO),I,0,130,0,9999,0,9999,2,6
309030145,MASSAGEM DE PROSTATA (POR SESSAO),M,12,130,0,9999,5,9999,2,6
309040019,AVALIACAO DE MARCAPASSO ,I,0,130,0,9999,50,9999,2,6
309050022,SESSÃO DE ACUPUNTURA COM INSERÇÃO DE AGULHAS,I,0,130,0,9999,0,9999,2,6
401020150,TRATAMENTO CIRURGICO DO SINUS PRE-AURICULAR,I,0,130,121,3,1,200,1,2,6
403010055,CRANIOTOMIA PARA RETIRADA DE CISTO / ABSCESSO / GRANULOMA ENCEFALICO (C/ TECNICA COMPLEMENTAR) ,I,0,130,671,94,1,950,3,3,6
403020018,ENXERTO MICROCIRURGICO DE NERVO PERIFERICO (2 OU MAIS NERVOS),I,0,130,500,5,1,700,3,3,6
403020085,NEURORRAFIA ,I,0,130,165,17,1,245,1,2,6
403050103,RIZOTOMIA / NEUROTOMIA PERCUTÂNEA POR RADIOFREQUÊNCIA,I,13,130,607,75,1,1000,2,3,6
403060060,MICROCIRURGIA PARA RESSECCAO MULTILOBAR / HEMISFERECTOMIA / CALOSOTOMIA ,I,0,130,2073,03,1,1500,6,3,6
404010156,INFILTRACAO MEDICAMENTOSA EM CORNETO INFERIOR,I,0,130,0,9999,0,9999,2,6
404010296,RESSECCAO DE SINEQUIAS,I,0,130,0,9999,0,9999,2,6
404020160,LARINGOFISSURA P/ COLOCACAO DE MOLDE NOS TRAUMATISMOS DE LARINGE,I,0,0,0,1,400,4,2,6
404020208,LABIOPLASTIA PARA REDUÇÃO OU CORREÇÃO DA HIPERTROFIA DO LÁBIO,I,0,130,180,09,1,250,2,2,6
404020232,RECONSTRUÇÃO TOTAL OU PARCIAL DE LÁBIO,I,0,130,195,14,1,300,2,2,6
404020291,RESSECÇÃO DO CÔNDILO MANDIBULAR COM OU SEM RECONSTRUÇÃO ,I,1,130,139,97,1,150,3,2,6
404020313,RETIRADA DE CORPO ESTRANHO DOS OSSOS DA FACE,I,0,130,60,03,1,250,1,2,6
305020021,TRATAMENTO DE CALCULOSE RENAL ,I,2,130,26,77,1,100,2,2,6
306020033,APLICACAO DE FATOR VIII DE COAGULACAO ,I,0,130,0,9999,0,9999,2,6
306020050,TRANSFUSAO DE CONCENTRADO DE GRANULOCITOS,I,0,130,0,10,0,9999,3,6
307010058,TRATAMENTO DE NEVRALGIAS FACIAIS ,I,0,130,0,9999,0,9999,2,6
307020070,PULPOTOMIA DENTÁRIA ,I,0,130,0,9999,0,9999,1,1
307020088,RETRATAMENTO ENDODÔNTICO EM DENTE PERMANENTE BI-RADICULAR,I,0,130,0,9999,0,9999,2,6
309030056,DILATACAO DE URETRA (POR SESSAO) ,I,0,130,0,9999,10,9999,2,6
309030137,LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE PARCIAL / COMPLETA EM 2 REGIOES RENAIS),I,0,130,0,8,0,9999,3,6
401020142,TRATAMENTO CIRURGICO DE HIPERCERATOSE PLANTAR (C/ CORRECAO PLASTICA) ,I,0,130,140,06,1,200,1,2,6
403020077,NEUROLISE NAO FUNCIONAL DE NERVOS PERIFERICOS,I,0,130,180,75,1,245,1,2,6
403020123,TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO ,I,1,130,202,44,1,159,1,2,6
403030153,MICROCIRURGIA PARA TUMOR INTRACRANIANO (COM TECNICA COMPLEMENTAR),I,0,130,2054,08,1,1500,4,3,6
403030170,TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL ,I,0,9,0,9,1,450,5,3,6
403050014,ALCOOLIZAÇÃO DE NERVO CRANIANO,I,0,130,0,9999,0,9999,2,6
403050057,IMPLANTE INTRATECAL DE BOMBA DE INFUSAO DE FARMACOS ,I,16,130,607,75,1,1000,3,3,6
403050065,MICROCIRURGIA COM CORDOTOMIA / MIELOTOMIA A CEU ABERTO,I,0,130,391,92,1,1400,7,3,6
403050154,TRATAMENTO DE LESAO DO SISTEMA NEUROVEGETATIVO POR AGENTES QUIMICOS,I,13,130,629,2,1,700,3,3,6
403070112,EMBOLIZAÇÃO DE MALFORMAÇÃO ARTERIO-VENOSA DURAL SIMPLES DO SISTEMA NERVOSO CENTRAL,I,0,130,522,64,1,850,4,3,6
403080053,NEUROTOMIA SUPERSELETIVA PARA MOVIMENTOS ANORMAIS ,I,13,130,643,5,1,850,3,3,6
403080070,TRATAMENTO DE DOR POR ESTEREOTAXIA ,I,13,130,679,25,1,850,3,3,6
403080096,TRATAMENTO DE MOVIMENTO ANORMAL POR ESTEREOTAXIA COM MICRO-REGISTRO,I,13,130,750,75,1,1000,5,3,6
404010148,IMPLANTE COCLEAR,I,0,130,655,68,1,400,1,3,6
702040533,STENT PARA ARTÉRIA CORONARIA,I,9999,9999,0,2,0,9999,0,6
306020068,TRANSFUSAO DE CONCENTRADO DE HEMACIAS ,I,0,130,0,100,0,9999,2,6
307020029,CURATIVO DE DEMORA C/ OU S/ PREPARO BIOMECANICO,I,0,130,0,9999,0,9999,1,1
308010019,TRATAMENTO DE TRAUMATISMOS DE LOCALIZACAO ESPECIFICADA / NAO ESPECIFICADA,I,0,130,29,21,9999,80,5,2,6
308030010,TRATAMENTO DE EFEITOS DA PENETRACAO DE CORPO ESTRANHO EM ORIFICIO NATURAL,I,0,130,26,55,1,80,3,2,6
309030129,LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE PARCIAL / COMPLETA EM 1 REGIAO RENAL),I,0,130,0,4,0,9999,3,6
403010357,TREPANAÇÃO CRANIANA PARA PUNÇÃO OU BIÓPSIA (COM TÉCNICA COMPLEMENTAR),I,0,130,286,1,300,30,3,6
403040051,MICROCIRURGIA PARA MALFORMACAO ARTERIO-VENOSA CEREBRAL,I,0,130,1209,6,1,1400,5,3,6
403060028,EXPLORAÇÃO DIAGNÓSTICA CIRÚRGICA PARA IMPLANTAÇÃO UNILATERAL DE ELETRODOS SUBDURAIS (INCLUI VIDEO-ELETROENCEFALOGRAMA),I,0,130,1198,4,1,1400,6,3,6
404010091,DUCHA DE POLITZER (UNI / BILATERAL),I,0,130,0,9999,0,9999,2,6
404010180,LARINGECTOMIA TOTAL ,I,1,130,254,16,1,400,5,2,6
404020011,ALONGAMENTO DE COLUMELA ,I,0,130,104,97,1,150,1,2,6
404020100,EXCISÃO EM CUNHA DE LÁBIO ,I,0,130,0,9999,0,9999,2,6
404020364,TRATAMENTO CIRURGICO DE IMPERFURACAO COANAL (UNI / BILATERAL),I,0,0,0,1,250,2,2,6
404030076,LABIOPLASTIA UNILATERAL EM DOIS TEMPOS,I,0,130,390,17,1,300,2,2,6
405010168,SONDAGEM DE VIAS LACRIMAIS,I,0,130,0,2,0,9999,2,6
405010192,TRATAMENTO CIRURGICO DE TRIQUIASE C/ OU S/ ENXERTO,I,0,130,0,1,0,9999,2,6
406020469,TRANSPLANTE DE SEGMENTO VENOSO VALVULADO ,I,0,130,587,24,1,650,3,3,6
406030111,VALVULOPLASTIA AÓRTICA PERCUTÂNEA,I,0,130,693,51,1,950,3,3,6
406050066,ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DAS VIAS ANÔMALAS MÚLTIPLAS),I,0,130,867,15,1,1000,2,3,6
407010157,GASTRECTOMIA VIDEOLAPAROSCOPICA,I,0,130,175,1,250,3,2,6
407020020,AMPUTACAO POR PROCIDENCIA DE RETO,I,20,130,183,32,1,200,6,2,6
702050369,MICRO GUIA,I,9999,9999,0,1,0,9999,0,6
702050539,SUBSTITUTO TEMPORARIO DE PELE BIOLOGICO / SINTETICO (POR CM2),I,9999,9999,0,9999,0,9999,0,6
305010190,ULTRAFILTRACAO ,I,0,130,0,9999,0,9999,2,6
305020048,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,I,0,130,45,35,1,18,4,2,6
306020106,TRANSFUSAO DE PLASMA FRESCO,I,0,130,0,100,0,9999,3,6
307020010,ACESSO A POLPA DENTARIA E MEDICACAO (POR DENTE),I,0,130,0,9999,0,9999,1,1
307040062,MANUTENCAO PERIODICA DE PROTESE BUCO-MAXILO-FACIAL,I,15,130,0,9999,0,9999,2,6
307040070,MOLDAGEM DENTO-GENGIVAL P/ CONSTRUCAO DE PROTESE DENTARIA,I,0,130,0,9999,0,9999,1,1
308020014,HEMODIAFILTRACAO CONTINUA ,I,0,130,0,9999,0,9999,3,6
308020030,TRATAMENTO DE INTOXICACAO OU ENVENENAMENTO POR EXPOSICAO A MEDICAMENTO E SUBSTANCIAS DE USO NAO MEDICINAL,I,0,130,26,62,1,80,3,2,6
309010098,NUTRIÇÃO PARENTERAL EM PEDIATRIA ,I,0,12,0,90,0,9999,3,6
310010039,PARTO NORMAL,F,9,60,175,8,1,600,2,2,6
401010112,RETIRADA DE CORPO ESTRANHO SUBCUTANEO ,I,0,130,0,9999,0,9999,2,6
401010139,TRATAMENTO CIRURGICO DE FISTULA DO PESCOCO (POR APROXIMACAO) ,I,0,130,0,9999,0,9999,2,6
401020029,ENXERTO DERMO-EPIDERMICO,I,0,130,115,51,1,150,2,2,6
401020037,ENXERTO LIVRE DE PELE TOTAL,I,0,130,175,13,1,250,3,2,6
401020100,EXTIRPACAO E SUPRESSAO DE LESAO DE PELE E DE TECIDO CELULAR SUBCUTANEO,I,0,130,60,83,1,50,2,2,6
403010098,DERIVACAO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA,I,0,130,286,1,700,5,2,6
403020093,NEUROTOMIA SELETIVA DE TRIGEMEO E OUTROS NERVOS CRANIANOS,I,0,130,559,82,1,300,2,3,6
403020115,TRATAMENTO CIRURGICO DE NEUROPATIA COMPRESSIVA COM OU SEM MICROCIRURGIA ,I,0,130,560,1,300,3,3,6
403030110,MICROCIRURGIA PARA BIOPSIA DE MEDULA ESPINHAL OU RAIZES ,I,0,130,560,16,1,1000,6,3,6
403030129,MICROCIRURGIA PARA TUMOR DA BASE DO CRANIO ,I,0,130,1865,92,1,1500,4,3,6
403050138,SIMPATECTOMIA TORACICA A CEU ABERTO,I,13,130,230,16,1,700,3,2,6
403060052,MICROCIRURGIA PARA LOBECTOMIA TEMPORAL / AMIGDALO-HIPOCAMPECTOMIA SELETIVA ,I,0,130,1535,03,1,1500,6,3,6
404010237,MICROCIRURGIA OTOLOGICA ,I,0,130,154,08,1,250,1,2,6
307010015,CAPEAMENTO PULPAR ,I,0,130,0,9999,0,9999,1,1
307020100,RETRATAMENTO ENDODÔNTICO EM DENTE PERMANENTE UNI-RADICULAR ,I,0,130,0,9999,0,9999,2,6
309030153,PERSUFLACAO P/ DESOBSTRUCAO TUBARIA (POR TRATAMENTO COMPLETO),F,19,130,0,9999,0,9999,2,6
401010015,CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO,I,0,130,0,31,0,9999,2,6
401020061,EXERESE DE CISTO BRANQUIAL,I,0,130,154,08,1,200,2,2,6
401020070,EXERESE DE CISTO DERMOIDE ,I,0,130,55,29,1,50,1,2,6
401020118,HOMOENXERTIA (ATO CIRURGICO PRE E POS-OPERATORIO) ,I,0,130,105,01,1,150,2,2,6
402010019,EXTIRPACAO DE BOCIO INTRATORACICO POR VIA TRANSESTERNAL ,I,0,130,349,97,1,400,3,2,6
402010035,TIREOIDECTOMIA PARCIAL,I,0,130,165,02,1,200,2,2,6
403010020,CRANIOTOMIA DESCOMPRESSIVA,I,0,130,391,86,1,470,15,2,6
403010225,TRATAMENTO CIRURGICO DE DISRAFISMO ABERTO,I,0,130,483,84,1,700,10,3,6
403020034,MICROCIRURGIA DE PLEXO BRAQUIAL COM EXPLORAÇÃO E NEUROLISE ,I,0,130,230,16,1,300,3,3,6
403030013,CRANIOTOMIA PARA BIOPSIA ENCEFALICA,I,0,130,500,5,1,550,4,3,6
404020062,ENXERTO TOTAL / PARCIAL INTRATEMPORAL DE NERVO FACIAL,I,0,130,350,04,1,550,3,2,6
404020127,EXERESE DE CISTO ODONTOGENICO E NAO-ODONTOGENICO,I,0,0,0,9999,0,9999,2,6
404020410,TRATAMENTO CIRURGICO DE RINOFIMA ,I,0,0,0,1,150,2,2,6
404020429,TRATAMENTO CIRÚRGICO DO SOALHO DA ÓRBITA ,I,0,130,140,05,1,150,2,2,6
404020437,TRATAMENTO DE AVANCOS FRONTO-ORBITARIOS,I,0,0,0,1,150,4,2,6
404030050,OSTEOTOMIA DA MANDÍBULA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL ,I,10,130,139,99,1,150,2,3,6
405010109,OCLUSAO DE PONTO LACRIMAL ,I,0,130,0,2,0,9999,2,6
405010141,SIMBLEFAROPLASTIA ,I,0,130,0,1,0,9999,2,6
405010150,SONDAGEM DE CANAL LACRIMAL SOB ANESTESIA GERAL ,I,0,130,71,45,1,35,1,2,6
405010206,PUNCTOPLASTIA,I,0,130,0,2,0,9999,2,6
303050209,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR,I,0,130,0,1,0,9999,2,6
303060220,TRATAMENTO DE LINFADENITES INESPECIFICAS ,I,1,130,36,56,1,50,4,2,6
303080019,CAUTERIZAÇÃO QUÍMICA DE PEQUENAS LESÕES,I,0,130,0,9999,0,9999,2,6
303080078,TRATAMENTO DE ESTREPTOCOCCIAS ,I,0,130,40,96,1,100,4,2,6
303090170,TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE,I,0,130,0,1,50,9999,2,6
303090197,TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS,I,0,130,58,97,1,60,8,2,6
303110031,TRATAMENTO DE ESPINHA BIFIDA,N,0,16,81,28,1,120,8,2,6
303110066,TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO ,I,0,130,56,79,1,80,4,2,6
303110082,TRATAMENTO DE NEUROFIBROMATOSE,I,0,130,44,68,1,100,6,2,6
303120045,TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI),I,0,130,0,9999,400,9999,2,6
303120053,TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM RADIOISÓTOPO (POR TRATAMENTO-EXCETO CÂNCER DE TIREOIDE),I,0,130,0,9999,0,9999,3,6
303130075,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNTIVO,I,0,130,5,59,45,80,9999,2,6
303140038,TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES,I,0,130,69,92,1,80,7,2,6
304020079,HORMONIOTERAPIA DO ADENOCARCINOMA DE PRÓSTATA AVANÇADO - 1ª LINHA,M,19,130,0,1,0,9999,3,6
304020087,QUIMIOTERAPIA DO ADENOCARCINOMA DE PRÓSTATA RESISTENTE A HORMONIOTERAPIA,M,19,130,0,1,0,9999,3,6
406030103,RETIRADA DE CORPO ESTRANHO DE SISTEMA CARDIOVASCULAR POR TÉCNICAS HEMODINÂMICAS,I,0,130,122,2,1,200,3,3,6
406040060,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT NÃO RECOBERTO),I,0,130,399,36,1,300,3,3,6
406040087,ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOÇO / TRONCOS SUPRA-AÓRTICOS (SEM STENT),I,18,130,399,36,1,300,3,3,6
406040133,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOÇO / TRONCOS SUPRA-AÓRTICOS (COM STENT RECOBERTO),I,18,130,399,36,1,300,3,3,6
406040230,FIBRINOLISE INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO) ,I,0,130,399,36,1,150,3,3,6
702040401,INTRODUTOR DE PUNCAO P/ IMPLANTACAO DE ELETRODO ENDOCARDICO,I,9999,9999,0,2,0,9999,0,6
702040517,STENT PARA ARTÉRIA PERIFÉRICA ,I,9999,9999,0,2,0,9999,0,6
702040525,PROTESE INTRALUMIAL ARTERIAL PERIFERICA C/ STENT RECOBERTO ,I,9999,9999,0,1,0,9999,0,6
303060018,TRATAMENTO DE ANEURISMA DA AORTA ,I,0,130,46,05,1,50,4,2,6
303060190,TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO ,I,0,130,116,72,1,50,7,2,6
303060239,TRATAMENTO DE MIOCARDIOPATIAS ,I,0,130,49,71,1,50,6,2,6
303070048,RETIRADA DE CORPO ESTRANHO DO ESOFAGO ,I,0,130,0,9999,0,9999,2,6
303070064,TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO ,I,0,130,26,22,1,80,3,2,6
303100052,TRATAMENTO DE MOLA HIDATIFORME,F,9,60,17,19,1,150,3,2,6
303130032,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS,I,0,130,5,59,45,80,9999,2,6
303140046,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES ,I,0,130,25,71,1,80,3,2,6
304010170,NARCOSE DE CRIANÇA (POR PROCEDIMENTO) ,I,0,19,0,25,0,9999,3,6
304010219,RADIOCIRURGIA - UM ISOCENTRO,I,1,9,0,1,0,9999,3,4
304020176,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DE ESÔFAGO AVANÇADO,I,19,130,0,1,0,9999,3,6
304030031,QUIMIOTERAPIA DE DOENÇA MIELOPROLIFERATIVA RARA - 1ª LINHA ,I,19,130,0,1,0,9999,3,6
304030201,QUIMIOTERAPIA DA TRICOLEUCEMIA - 2ª LINHA,I,19,130,0,1,0,9999,3,6
304040118,QUIMIOTERAPIA DE CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DE ESÔFAGO ,I,19,130,0,1,0,9999,3,6
304080063,QUIMIOTERAPIA INTRACAVITARIA,I,19,130,57,96,1,80,2,3,6
304080071,INIBIDOR DA OSTEÓLISE,I,0,130,0,1,0,9999,3,6
304090018,IODOTERAPIA DE CARCINOMA DIFERENCIADO DA TIREÓIDE (150 MCI),I,0,130,313,62,1,50,2,3,6
406020558,TRATAMENTO CIRURGICO DE LINFEDEMA,I,0,130,191,46,1,300,3,3,6
406030014,ANGIOPLASTIA CORONARIANA,I,0,130,587,24,1,950,3,3,6
406030146,VALVULOPLASTIA TRICUSPIDE PERCUTANEA,I,0,130,693,51,1,950,3,3,6
702040380,FIO GUIA DIRIGIVEL PARA ANGIOPLASTIA,I,9999,9999,0,2,0,9999,0,6
702040479,PATCH ORGANICO (50 CM2) ,I,9999,9999,0,1,0,9999,0,6
702040568,PROTESE VALVULAR MECANICA DE BAIXO PERFIL (DISCO) ,I,9999,9999,0,2,0,9999,0,6
303060034,TRATAMENTO DE CARDIOPATIA HIPERTROFICA,I,0,130,49,71,1,50,6,2,6
303060166,TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA,I,0,130,85,99,1,50,9,2,6
303070030,REMOÇÃO MANUAL DE FECALOMA,I,0,130,0,9999,0,9999,1,1
303080035,ESFOLIACAO QUIMICA,I,0,130,0,9999,0,9999,2,6
303080086,TRATAMENTO DE FARMACODERMIAS,I,0,130,33,23,1,100,5,2,6
303090049,INSTALACAO DE TRACAO CUTANEA,I,0,130,10,8,1,0,9999,2,6
303090090,REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR,I,0,130,0,9999,0,9999,2,6
303090120,TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZAÇÃO),I,0,130,0,1,50,9999,2,6
303090308,TRATAMENTO CONSERVADOR DE OSTEOMIELITE AGUDA,I,0,0,0,9999,0,8,2,6
303090340,TRATAMENTO DE ESPONDILITE ANCILOSANTE ,I,0,0,0,9999,0,5,2,6
303100036,TRATAMENTO DE EDEMA/ PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO,F,9,60,26,98,1,150,3,2,6
